unix,Low,High,Open,Close,Volume,Date,vol_fiat
1609891200,114.1,125.27,116.71,124.28,29888.55688933,2021-01-06,3714549.8502059323
1609804800,108.11,120.5,114.9,116.68,27014.10154224,2021-01-05,3152005.367948564
1609718400,102.02,128.0,118.48,113.79,59109.20265859,2021-01-04,6726036.170520957
1609632000,99.35,120.74,100.5,118.64,69615.1698489,2021-01-03,8259143.750873496
1609545600,90.61,103.96,92.1,100.5,49038.36306371,2021-01-02,4928355.487902855
1609459200,90.04,97.73,91.46,92.39,14766.09299378,2021-01-01,1364239.331695334
1609372800,89.37,95.51,95.35,91.11,13499.5928626,2020-12-31,1229947.905711486
1609286400,90.38,97.96,95.62,95.35,18339.35731492,2020-12-30,1748657.7199776217
1609200000,88.38,97.06,96.02,95.62,24210.89617479,2020-12-29,2315045.8922334197
1609113600,93.21,101.5,93.92,96.28,20271.77741111,2020-12-28,1951766.729141671
1609027200,90.0,103.19,95.39,93.97,55606.66499871,2020-12-27,5225358.309928779
1608940800,92.05,99.71,93.89,95.41,29120.22479397,2020-12-26,2778360.6475926777
1608854400,80.08,94.54,82.35,93.94,30102.33901473,2020-12-25,2827813.7270437363
1608768000,73.34,82.87,75.63,82.17,20103.28094174,2020-12-24,1651886.5949827756
1608681600,70.61,87.66,85.67,76.11,43979.30547503,2020-12-23,3347264.939704533
1608595200,73.42,85.65,77.91,85.65,31435.06921887,2020-12-22,2692413.678596216
1608508800,75.79,88.53,85.07,78.04,50263.95615178,2020-12-21,3922599.1380849117
1608422400,81.54,91.41,89.14,85.11,23545.3633983,2020-12-20,2003945.878829313
1608336000,78.22,92.41,81.14,88.86,34725.37643815,2020-12-19,3085696.950294009
1608249600,73.09,82.74,74.71,80.94,25666.61807887,2020-12-18,2077456.0673037379
1608163200,67.09,80.75,68.86,74.51,46792.9853691,2020-12-17,3486545.3398516416
1608076800,58.51,68.92,60.42,68.79,31780.51770506,2020-12-16,2186181.8129310776
1607990400,60.38,63.56,61.87,60.51,7824.05511002,2020-12-15,473433.5747073102
1607904000,59.15,62.11,61.51,61.77,5659.26352881,2020-12-14,349572.70817459375
1607817600,57.34,63.5,58.34,61.42,12263.01951106,2020-12-13,753194.6583693052
1607731200,54.49,58.78,54.63,58.26,8658.32328746,2020-12-12,504433.91472741956
1607644800,53.0,56.3,56.3,54.53,14529.03248665,2020-12-11,792268.1414970245
1607558400,55.09,57.98,57.98,56.31,6460.8639255,2020-12-10,363811.247644905
1607472000,53.82,58.54,57.55,58.1,17405.90504409,2020-12-09,1011283.083061629
1607385600,56.65,63.57,62.29,57.44,16816.39829316,2020-12-08,965933.9179591103
1607299200,61.41,65.36,62.43,62.29,12186.05221917,2020-12-07,759069.1927320993
1607212800,59.94,63.45,62.49,62.53,10192.24462773,2020-12-06,637321.056571957
1607126400,58.79,62.87,59.27,62.0,10063.97758453,2020-12-05,623966.6102408599
1607040000,58.06,66.83,65.9,59.09,17626.30136298,2020-12-04,1041538.1475384883
1606953600,64.09,67.7,67.15,66.01,13141.49521449,2020-12-03,867470.0991084849
1606867200,61.58,67.97,63.34,67.0,15314.90538701,2020-12-02,1026098.66092967
1606780800,59.13,69.55,65.71,63.48,71967.66247326,2020-12-01,4568507.213802544
1606694400,57.71,66.35,59.55,65.66,29741.55454244,2020-11-30,1952830.4712566102
1606608000,53.94,60.9,54.8,59.34,20832.42241668,2020-11-29,1236195.9462057913
1606521600,51.5,56.7,52.31,54.8,24430.01627094,2020-11-28,1338764.8916475119
1606435200,49.26,55.12,53.38,52.1,19191.9868423,2020-11-27,999902.5144838301
1606348800,48.1,62.05,60.79,53.16,53819.03684995,2020-11-26,2861019.9989433414
1606262400,58.37,67.87,66.85,60.89,22350.7996523,2020-11-25,1360940.190828547
1606176000,64.63,70.34,66.92,67.02,33868.03128341,2020-11-24,2269835.4566141376
1606089600,60.95,68.18,62.6,67.05,36076.24414632,2020-11-23,2418912.170010756
1606003200,58.3,66.25,65.7,62.41,33073.57925082,2020-11-22,2064122.0810436762
1605916800,60.7,66.75,62.19,65.79,52002.25899207,2020-11-21,3421228.6190882856
1605830400,60.28,64.5,61.7,62.21,46005.2433764,2020-11-20,2861986.190445844
1605744000,54.28,62.98,55.77,61.68,40524.16418564,2020-11-19,2499530.446970275
1605657600,51.3,58.26,57.99,55.66,25582.57622457,2020-11-18,1423926.192659566
1605571200,54.05,58.2,55.63,57.78,27846.67880936,2020-11-17,1608981.101604821
1605484800,47.19,56.5,47.19,55.87,35180.61830246,2020-11-16,1965541.1445584402
1605398400,46.5,48.88,48.38,47.22,4315.3305776,2020-11-15,203769.90987427198
1605312000,46.98,50.3,50.3,48.37,9228.26073967,2020-11-14,446370.9719778379
1605225600,46.0,50.73,46.45,50.28,29634.62328435,2020-11-13,1490028.858737118
1605139200,43.83,46.43,44.52,46.43,8381.50062445,2020-11-12,389153.0739932135
1605052800,43.68,45.88,43.68,44.95,6782.79956974,2020-11-11,304886.840659813
1604966400,43.23,45.28,44.9,43.73,6195.9263414,2020-11-10,270947.85890942195
1604880000,43.87,47.01,46.53,44.95,10746.26034829,2020-11-09,483044.4026556355
1604793600,44.68,47.23,44.78,46.4,8772.41227423,2020-11-08,407039.92952427204
1604707200,43.05,49.31,48.4,44.75,25250.18195412,2020-11-07,1129945.64244687
1604620800,44.8,48.46,44.92,48.33,24496.81673763,2020-11-06,1183931.1529296578
1604534400,42.22,45.69,42.5,44.99,14013.6183698,2020-11-05,630472.690457302
1604448000,39.99,42.57,41.51,42.5,7199.47796572,2020-11-04,305977.81354309997
1604361600,39.71,42.04,41.61,41.3,11898.98302281,2020-11-03,491427.99884205294
1604275200,41.2,44.08,43.46,41.66,7023.52832538,2020-11-02,292600.1900353308
1604188800,42.04,43.5,43.5,43.42,7451.84177791,2020-11-01,323558.9699968522
1604102400,41.58,44.0,41.61,43.12,11826.74955514,2020-10-31,509969.4408176368
1604016000,40.58,43.24,42.47,41.76,8941.78553119,2020-10-30,373408.96378249436
1603929600,41.38,43.54,43.11,42.52,9054.41107258,2020-10-29,384993.5588061016
1603843200,42.29,46.6,44.62,43.09,14416.64239297,2020-10-28,621213.1207130774
1603756800,43.56,45.33,44.1,44.69,7866.34556435,2020-10-27,351546.9832708015
1603670400,42.34,45.51,45.11,43.83,11251.743716,2020-10-26,493163.92707228
1603584000,43.51,46.08,45.18,45.15,9546.92598154,2020-10-25,431043.708066531
1603497600,42.15,45.73,42.4,45.36,12772.74172971,2020-10-24,579371.5648596456
